OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
313243;1;"{""coordinates"": [-0.3742606398876202, 39.43252813803498], ""type"": ""Point""}";39.43252813803498, -0.3742606398876202
313246;1;"{""coordinates"": [-0.38164857321758355, 39.4957518326123], ""type"": ""Point""}";39.4957518326123, -0.38164857321758355
313247;1;"{""coordinates"": [-0.38226589752413626, 39.49146492521281], ""type"": ""Point""}";39.49146492521281, -0.38226589752413626
313250;1;"{""coordinates"": [-0.32880137391335934, 39.464743527804224], ""type"": ""Point""}";39.464743527804224, -0.32880137391335934
313253;1;"{""coordinates"": [-0.3828412495588248, 39.49334777498279], ""type"": ""Point""}";39.49334777498279, -0.3828412495588248
313254;2;"{""coordinates"": [-0.324559304827304, 39.380363802355845], ""type"": ""Point""}";39.380363802355845, -0.324559304827304
313255;1;"{""coordinates"": [-0.3275454298577309, 39.3875892059494], ""type"": ""Point""}";39.3875892059494, -0.3275454298577309
313258;1;"{""coordinates"": [-0.3899401571037272, 39.433532557669764], ""type"": ""Point""}";39.433532557669764, -0.3899401571037272
313259;1;"{""coordinates"": [-0.41507621291746305, 39.496928322005076], ""type"": ""Point""}";39.496928322005076, -0.41507621291746305
313261;1;"{""coordinates"": [-0.3833046537033533, 39.49304097670828], ""type"": ""Point""}";39.49304097670828, -0.3833046537033533
313264;1;"{""coordinates"": [-0.38298630252210814, 39.49669239709659], ""type"": ""Point""}";39.49669239709659, -0.38298630252210814
313266;1;"{""coordinates"": [-0.33120268654396406, 39.47257675971319], ""type"": ""Point""}";39.47257675971319, -0.33120268654396406
313267;1;"{""coordinates"": [-0.3311403670745813, 39.463696254869376], ""type"": ""Point""}";39.463696254869376, -0.3311403670745813
313269;1;"{""coordinates"": [-0.3879247969682448, 39.45465321867231], ""type"": ""Point""}";39.45465321867231, -0.3879247969682448
313273;1;"{""coordinates"": [-0.3934583236632847, 39.45521464907267], ""type"": ""Point""}";39.45521464907267, -0.3934583236632847
313274;1;"{""coordinates"": [-0.3930904022143645, 39.45549617545784], ""type"": ""Point""}";39.45549617545784, -0.3930904022143645
313277;1;"{""coordinates"": [-0.39313110569121207, 39.45058800841659], ""type"": ""Point""}";39.45058800841659, -0.39313110569121207
313281;1;"{""coordinates"": [-0.39036857966585053, 39.45319724374217], ""type"": ""Point""}";39.45319724374217, -0.39036857966585053
313286;1;"{""coordinates"": [-0.39204366385388645, 39.448889139164834], ""type"": ""Point""}";39.448889139164834, -0.39204366385388645
313289;1;"{""coordinates"": [-0.3690314655310535, 39.45753362786514], ""type"": ""Point""}";39.45753362786514, -0.3690314655310535
313290;1;"{""coordinates"": [-0.37128044046609693, 39.457013413522084], ""type"": ""Point""}";39.457013413522084, -0.37128044046609693
313292;1;"{""coordinates"": [-0.35270764763353674, 39.4778715981874], ""type"": ""Point""}";39.4778715981874, -0.35270764763353674
313293;1;"{""coordinates"": [-0.35277084359709904, 39.47814852558985], ""type"": ""Point""}";39.47814852558985, -0.35277084359709904
313294;1;"{""coordinates"": [-0.3531315503337346, 39.47659872297173], ""type"": ""Point""}";39.47659872297173, -0.3531315503337346
313297;1;"{""coordinates"": [-0.3504143063613099, 39.47736102754688], ""type"": ""Point""}";39.47736102754688, -0.3504143063613099
313299;1;"{""coordinates"": [-0.38153901595529927, 39.48393960040616], ""type"": ""Point""}";39.48393960040616, -0.38153901595529927
313300;1;"{""coordinates"": [-0.3688383477400197, 39.4707036806855], ""type"": ""Point""}";39.4707036806855, -0.3688383477400197
313307;1;"{""coordinates"": [-0.33890745286395235, 39.46026267673659], ""type"": ""Point""}";39.46026267673659, -0.33890745286395235
313311;1;"{""coordinates"": [-0.33714342767356703, 39.458901308380156], ""type"": ""Point""}";39.458901308380156, -0.33714342767356703
313312;2;"{""coordinates"": [-0.3380191847815993, 39.458772996814446], ""type"": ""Point""}";39.458772996814446, -0.3380191847815993
313315;1;"{""coordinates"": [-0.3715425364763973, 39.45648066877357], ""type"": ""Point""}";39.45648066877357, -0.3715425364763973
313322;1;"{""coordinates"": [-0.34694461124000053, 39.46952340801091], ""type"": ""Point""}";39.46952340801091, -0.34694461124000053
313323;1;"{""coordinates"": [-0.3482291591658747, 39.46957134808993], ""type"": ""Point""}";39.46957134808993, -0.3482291591658747
313327;1;"{""coordinates"": [-0.349715500327642, 39.47285502071824], ""type"": ""Point""}";39.47285502071824, -0.349715500327642
313329;1;"{""coordinates"": [-0.34818262996458094, 39.47265561436366], ""type"": ""Point""}";39.47265561436366, -0.34818262996458094
313330;1;"{""coordinates"": [-0.3495374052797266, 39.46901720043128], ""type"": ""Point""}";39.46901720043128, -0.3495374052797266
313331;1;"{""coordinates"": [-0.3490335210980568, 39.47173600057543], ""type"": ""Point""}";39.47173600057543, -0.3490335210980568
313334;1;"{""coordinates"": [-0.35097718314088355, 39.465820630102556], ""type"": ""Point""}";39.465820630102556, -0.35097718314088355
313335;1;"{""coordinates"": [-0.35087221960599774, 39.466074861189426], ""type"": ""Point""}";39.466074861189426, -0.35087221960599774
313337;1;"{""coordinates"": [-0.3517610457030843, 39.46477427137812], ""type"": ""Point""}";39.46477427137812, -0.3517610457030843
313338;1;"{""coordinates"": [-0.35319575341480625, 39.463347480951555], ""type"": ""Point""}";39.463347480951555, -0.35319575341480625
313339;1;"{""coordinates"": [-0.3553084304938969, 39.4630136690409], ""type"": ""Point""}";39.4630136690409, -0.3553084304938969
313342;1;"{""coordinates"": [-0.35466666469417757, 39.46659795966719], ""type"": ""Point""}";39.46659795966719, -0.35466666469417757
313343;1;"{""coordinates"": [-0.3523220681366073, 39.46556119601721], ""type"": ""Point""}";39.46556119601721, -0.3523220681366073
313349;1;"{""coordinates"": [-0.3545318193538111, 39.46837328440202], ""type"": ""Point""}";39.46837328440202, -0.3545318193538111
313353;1;"{""coordinates"": [-0.3569462853679552, 39.45697037091667], ""type"": ""Point""}";39.45697037091667, -0.3569462853679552
313358;1;"{""coordinates"": [-0.3792465112670942, 39.45060080767675], ""type"": ""Point""}";39.45060080767675, -0.3792465112670942
313361;1;"{""coordinates"": [-0.3908099846116275, 39.43195637250259], ""type"": ""Point""}";39.43195637250259, -0.3908099846116275
313362;1;"{""coordinates"": [-0.3896723257882087, 39.43594644026288], ""type"": ""Point""}";39.43594644026288, -0.3896723257882087
313365;4;"{""coordinates"": [-0.39052588681326345, 39.43968126318701], ""type"": ""Point""}";39.43968126318701, -0.39052588681326345
313367;2;"{""coordinates"": [-0.3980085783374535, 39.44332532011857], ""type"": ""Point""}";39.44332532011857, -0.3980085783374535
313368;2;"{""coordinates"": [-0.3963813915330885, 39.44315368671688], ""type"": ""Point""}";39.44315368671688, -0.3963813915330885
313371;1;"{""coordinates"": [-0.3915598960138602, 39.4437987615809], ""type"": ""Point""}";39.4437987615809, -0.3915598960138602
313373;1;"{""coordinates"": [-0.3920803764882966, 39.44436023297717], ""type"": ""Point""}";39.44436023297717, -0.3920803764882966
313376;1;"{""coordinates"": [-0.3912491444666884, 39.44501467571443], ""type"": ""Point""}";39.44501467571443, -0.3912491444666884
313382;2;"{""coordinates"": [-0.3884143996005429, 39.4476544447574], ""type"": ""Point""}";39.4476544447574, -0.3884143996005429
313383;1;"{""coordinates"": [-0.3866609182749279, 39.44726058836125], ""type"": ""Point""}";39.44726058836125, -0.3866609182749279
313384;1;"{""coordinates"": [-0.40503712385130236, 39.45461412343897], ""type"": ""Point""}";39.45461412343897, -0.40503712385130236
313393;1;"{""coordinates"": [-0.3867177185624965, 39.448652821206075], ""type"": ""Point""}";39.448652821206075, -0.3867177185624965
313394;1;"{""coordinates"": [-0.39372749511531746, 39.45090988222359], ""type"": ""Point""}";39.45090988222359, -0.39372749511531746
313399;1;"{""coordinates"": [-0.39838541936234856, 39.477266785721355], ""type"": ""Point""}";39.477266785721355, -0.39838541936234856
313400;2;"{""coordinates"": [-0.4032468990840228, 39.47871625999367], ""type"": ""Point""}";39.47871625999367, -0.4032468990840228
313401;1;"{""coordinates"": [-0.40046333473258217, 39.47851674841766], ""type"": ""Point""}";39.47851674841766, -0.40046333473258217
313405;1;"{""coordinates"": [-0.3940769022972475, 39.47217457971646], ""type"": ""Point""}";39.47217457971646, -0.3940769022972475
313406;1;"{""coordinates"": [-0.3934562512586973, 39.473079478855766], ""type"": ""Point""}";39.473079478855766, -0.3934562512586973
313407;1;"{""coordinates"": [-0.3996881967431126, 39.4809438405777], ""type"": ""Point""}";39.4809438405777, -0.3996881967431126
313408;1;"{""coordinates"": [-0.3996779539931679, 39.482825381701765], ""type"": ""Point""}";39.482825381701765, -0.3996779539931679
313411;1;"{""coordinates"": [-0.3929516369985333, 39.47356208583491], ""type"": ""Point""}";39.47356208583491, -0.3929516369985333
313418;1;"{""coordinates"": [-0.38835848076643864, 39.469968983152945], ""type"": ""Point""}";39.469968983152945, -0.38835848076643864
313419;1;"{""coordinates"": [-0.38932559065612643, 39.47083034363344], ""type"": ""Point""}";39.47083034363344, -0.38932559065612643
313421;1;"{""coordinates"": [-0.3875231105828869, 39.45613213385633], ""type"": ""Point""}";39.45613213385633, -0.3875231105828869
313422;1;"{""coordinates"": [-0.38787015975066386, 39.456158321397396], ""type"": ""Point""}";39.456158321397396, -0.38787015975066386
313433;1;"{""coordinates"": [-0.38488172765764167, 39.45721786017783], ""type"": ""Point""}";39.45721786017783, -0.38488172765764167
313435;2;"{""coordinates"": [-0.3856565536067235, 39.461386837239466], ""type"": ""Point""}";39.461386837239466, -0.3856565536067235
313438;1;"{""coordinates"": [-0.3820339748386055, 39.46200965384247], ""type"": ""Point""}";39.46200965384247, -0.3820339748386055
313441;3;"{""coordinates"": [-0.359094879483895, 39.47367963561788], ""type"": ""Point""}";39.47367963561788, -0.359094879483895
313444;1;"{""coordinates"": [-0.3628463040201349, 39.47401323711325], ""type"": ""Point""}";39.47401323711325, -0.3628463040201349
313445;1;"{""coordinates"": [-0.3881258862843694, 39.45185923352737], ""type"": ""Point""}";39.45185923352737, -0.3881258862843694
313449;1;"{""coordinates"": [-0.38578529531806993, 39.45354689247686], ""type"": ""Point""}";39.45354689247686, -0.38578529531806993
313451;1;"{""coordinates"": [-0.3836063070750888, 39.45373889173553], ""type"": ""Point""}";39.45373889173553, -0.3836063070750888
313456;2;"{""coordinates"": [-0.3899741794443039, 39.4526597399213], ""type"": ""Point""}";39.4526597399213, -0.3899741794443039
313458;1;"{""coordinates"": [-0.3909400985146926, 39.45389897161604], ""type"": ""Point""}";39.45389897161604, -0.3909400985146926
313459;1;"{""coordinates"": [-0.3898241881957485, 39.453697946243615], ""type"": ""Point""}";39.453697946243615, -0.3898241881957485
313465;3;"{""coordinates"": [-0.3996356605193324, 39.45795470606688], ""type"": ""Point""}";39.45795470606688, -0.3996356605193324
313470;2;"{""coordinates"": [-0.3915333541980449, 39.473762470550504], ""type"": ""Point""}";39.473762470550504, -0.3915333541980449
313475;1;"{""coordinates"": [-0.38923492902664614, 39.47577263986469], ""type"": ""Point""}";39.47577263986469, -0.38923492902664614
313476;1;"{""coordinates"": [-0.39006633315804884, 39.47659627064355], ""type"": ""Point""}";39.47659627064355, -0.39006633315804884
313478;1;"{""coordinates"": [-0.3910369578083369, 39.475842434658496], ""type"": ""Point""}";39.475842434658496, -0.3910369578083369
313479;1;"{""coordinates"": [-0.38074721530262656, 39.47624029232788], ""type"": ""Point""}";39.47624029232788, -0.38074721530262656
313488;1;"{""coordinates"": [-0.39546927498880236, 39.483048172817455], ""type"": ""Point""}";39.483048172817455, -0.39546927498880236
313490;1;"{""coordinates"": [-0.3915129421358612, 39.48652156280468], ""type"": ""Point""}";39.48652156280468, -0.3915129421358612
313491;1;"{""coordinates"": [-0.3920324459414456, 39.48723318928941], ""type"": ""Point""}";39.48723318928941, -0.3920324459414456
313498;1;"{""coordinates"": [-0.3534087912751541, 39.47937905863433], ""type"": ""Point""}";39.47937905863433, -0.3534087912751541
313499;1;"{""coordinates"": [-0.3525902806065411, 39.475768253603356], ""type"": ""Point""}";39.475768253603356, -0.3525902806065411
313501;1;"{""coordinates"": [-0.3621499267775144, 39.47068000447434], ""type"": ""Point""}";39.47068000447434, -0.3621499267775144
313502;1;"{""coordinates"": [-0.3594560228154066, 39.4718845927692], ""type"": ""Point""}";39.4718845927692, -0.3594560228154066
313505;1;"{""coordinates"": [-0.35689335038434555, 39.47591544008316], ""type"": ""Point""}";39.47591544008316, -0.35689335038434555
313513;1;"{""coordinates"": [-0.3619397781204788, 39.461205886722745], ""type"": ""Point""}";39.461205886722745, -0.3619397781204788
313514;1;"{""coordinates"": [-0.36194986838050713, 39.46294580265125], ""type"": ""Point""}";39.46294580265125, -0.36194986838050713
313518;1;"{""coordinates"": [-0.3623864077728498, 39.465519205937085], ""type"": ""Point""}";39.465519205937085, -0.3623864077728498
313520;1;"{""coordinates"": [-0.36891687782925875, 39.46652656080264], ""type"": ""Point""}";39.46652656080264, -0.36891687782925875
313530;1;"{""coordinates"": [-0.3832196180550312, 39.492301305710804], ""type"": ""Point""}";39.492301305710804, -0.3832196180550312
313531;1;"{""coordinates"": [-0.36678378778987014, 39.485420561627976], ""type"": ""Point""}";39.485420561627976, -0.36678378778987014
313532;2;"{""coordinates"": [-0.36244839404363594, 39.47387839892734], ""type"": ""Point""}";39.47387839892734, -0.36244839404363594
313533;1;"{""coordinates"": [-0.39159763709220025, 39.47663839121913], ""type"": ""Point""}";39.47663839121913, -0.39159763709220025
313541;1;"{""coordinates"": [-0.3450967880807615, 39.47395984554952], ""type"": ""Point""}";39.47395984554952, -0.3450967880807615
313542;1;"{""coordinates"": [-0.36246852208109304, 39.423544936756045], ""type"": ""Point""}";39.423544936756045, -0.36246852208109304
313546;1;"{""coordinates"": [-0.36559109635215004, 39.485498092238174], ""type"": ""Point""}";39.485498092238174, -0.36559109635215004
313551;1;"{""coordinates"": [-0.36089414599473096, 39.48178651953415], ""type"": ""Point""}";39.48178651953415, -0.36089414599473096
313554;1;"{""coordinates"": [-0.36172140597205676, 39.48072043362192], ""type"": ""Point""}";39.48072043362192, -0.36172140597205676
313559;1;"{""coordinates"": [-0.3676121517453009, 39.484673513250705], ""type"": ""Point""}";39.484673513250705, -0.3676121517453009
313561;1;"{""coordinates"": [-0.3678213170795261, 39.486171382526344], ""type"": ""Point""}";39.486171382526344, -0.3678213170795261
313563;1;"{""coordinates"": [-0.3693646418166955, 39.48601724741093], ""type"": ""Point""}";39.48601724741093, -0.3693646418166955
313564;1;"{""coordinates"": [-0.36414368699824146, 39.48887911946979], ""type"": ""Point""}";39.48887911946979, -0.36414368699824146
313565;1;"{""coordinates"": [-0.3686943896816873, 39.487379430816496], ""type"": ""Point""}";39.487379430816496, -0.3686943896816873
313566;1;"{""coordinates"": [-0.3655005966359712, 39.48931593529405], ""type"": ""Point""}";39.48931593529405, -0.3655005966359712
313568;1;"{""coordinates"": [-0.36797933282102047, 39.46953168019686], ""type"": ""Point""}";39.46953168019686, -0.36797933282102047
313573;2;"{""coordinates"": [-0.3679031393002469, 39.47136291796866], ""type"": ""Point""}";39.47136291796866, -0.3679031393002469
313580;1;"{""coordinates"": [-0.3319385247217011, 39.44630620192602], ""type"": ""Point""}";39.44630620192602, -0.3319385247217011
313584;1;"{""coordinates"": [-0.33306494337073167, 39.44877472643985], ""type"": ""Point""}";39.44877472643985, -0.33306494337073167
313593;1;"{""coordinates"": [-0.3339931839345089, 39.45897990952732], ""type"": ""Point""}";39.45897990952732, -0.3339931839345089
313595;1;"{""coordinates"": [-0.3390707983423022, 39.45912648467843], ""type"": ""Point""}";39.45912648467843, -0.3390707983423022
313598;2;"{""coordinates"": [-0.34565496725672884, 39.460135459412605], ""type"": ""Point""}";39.460135459412605, -0.34565496725672884
