OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
312615;1;"{""coordinates"": [-0.37279577005808706, 39.45318876265013], ""type"": ""Point""}";39.45318876265013, -0.37279577005808706
312616;1;"{""coordinates"": [-0.3725910026141332, 39.45415237390146], ""type"": ""Point""}";39.45415237390146, -0.3725910026141332
312620;1;"{""coordinates"": [-0.3701705988882305, 39.45550769026525], ""type"": ""Point""}";39.45550769026525, -0.3701705988882305
312623;1;"{""coordinates"": [-0.36642726306484974, 39.45626075469303], ""type"": ""Point""}";39.45626075469303, -0.36642726306484974
312624;1;"{""coordinates"": [-0.36485495320622513, 39.456145594877995], ""type"": ""Point""}";39.456145594877995, -0.36485495320622513
312628;1;"{""coordinates"": [-0.36405652118667114, 39.4574886099326], ""type"": ""Point""}";39.4574886099326, -0.36405652118667114
312631;1;"{""coordinates"": [-0.3640888484628994, 39.45994424857487], ""type"": ""Point""}";39.45994424857487, -0.3640888484628994
312632;1;"{""coordinates"": [-0.3625473679300942, 39.4568251974604], ""type"": ""Point""}";39.4568251974604, -0.3625473679300942
312635;1;"{""coordinates"": [-0.32798265023338413, 39.480223094146105], ""type"": ""Point""}";39.480223094146105, -0.32798265023338413
312637;1;"{""coordinates"": [-0.33629628445864157, 39.4687610691498], ""type"": ""Point""}";39.4687610691498, -0.33629628445864157
312640;1;"{""coordinates"": [-0.3274210273199963, 39.464868570658915], ""type"": ""Point""}";39.464868570658915, -0.3274210273199963
312641;1;"{""coordinates"": [-0.33575216099019656, 39.44821546381538], ""type"": ""Point""}";39.44821546381538, -0.33575216099019656
312642;1;"{""coordinates"": [-0.327984241922297, 39.47717245417381], ""type"": ""Point""}";39.47717245417381, -0.327984241922297
312643;1;"{""coordinates"": [-0.34006687079141407, 39.46148608650317], ""type"": ""Point""}";39.46148608650317, -0.34006687079141407
312644;1;"{""coordinates"": [-0.33686958124446587, 39.46449222534672], ""type"": ""Point""}";39.46449222534672, -0.33686958124446587
312645;1;"{""coordinates"": [-0.3422002445557548, 39.46786134845839], ""type"": ""Point""}";39.46786134845839, -0.3422002445557548
312646;1;"{""coordinates"": [-0.3487704158945368, 39.468581968593654], ""type"": ""Point""}";39.468581968593654, -0.3487704158945368
312647;1;"{""coordinates"": [-0.33640530542907515, 39.46616468934691], ""type"": ""Point""}";39.46616468934691, -0.33640530542907515
312648;1;"{""coordinates"": [-0.3517310594393699, 39.47634601004244], ""type"": ""Point""}";39.47634601004244, -0.3517310594393699
312654;1;"{""coordinates"": [-0.3621672051768463, 39.488620155840984], ""type"": ""Point""}";39.488620155840984, -0.3621672051768463
312662;1;"{""coordinates"": [-0.329308073144336, 39.468266634477814], ""type"": ""Point""}";39.468266634477814, -0.329308073144336
312663;1;"{""coordinates"": [-0.32870972987283303, 39.46874845237622], ""type"": ""Point""}";39.46874845237622, -0.32870972987283303
312668;1;"{""coordinates"": [-0.35503532741663113, 39.47907444463381], ""type"": ""Point""}";39.47907444463381, -0.35503532741663113
312670;1;"{""coordinates"": [-0.39092943196174534, 39.49099618453236], ""type"": ""Point""}";39.49099618453236, -0.39092943196174534
312671;1;"{""coordinates"": [-0.3293525407459623, 39.4674867433008], ""type"": ""Point""}";39.4674867433008, -0.3293525407459623
312676;1;"{""coordinates"": [-0.3323621633972168, 39.44769304171035], ""type"": ""Point""}";39.44769304171035, -0.3323621633972168
312677;1;"{""coordinates"": [-0.3586897660465356, 39.47241513747627], ""type"": ""Point""}";39.47241513747627, -0.3586897660465356
312691;3;"{""coordinates"": [-0.3744449257702038, 39.442309454079464], ""type"": ""Point""}";39.442309454079464, -0.3744449257702038
312693;1;"{""coordinates"": [-0.39421657538126137, 39.49070847883661], ""type"": ""Point""}";39.49070847883661, -0.39421657538126137
312694;1;"{""coordinates"": [-0.39457070031959207, 39.49118930056296], ""type"": ""Point""}";39.49118930056296, -0.39457070031959207
312699;1;"{""coordinates"": [-0.3845657707448776, 39.483109381899986], ""type"": ""Point""}";39.483109381899986, -0.3845657707448776
312703;1;"{""coordinates"": [-0.3372873948434924, 39.470619413194605], ""type"": ""Point""}";39.470619413194605, -0.3372873948434924
312707;1;"{""coordinates"": [-0.34378805991236466, 39.464075227221635], ""type"": ""Point""}";39.464075227221635, -0.34378805991236466
312709;1;"{""coordinates"": [-0.3883634099947963, 39.487426074100675], ""type"": ""Point""}";39.487426074100675, -0.3883634099947963
312710;1;"{""coordinates"": [-0.35206941833626143, 39.47666354075519], ""type"": ""Point""}";39.47666354075519, -0.35206941833626143
312712;2;"{""coordinates"": [-0.3936250370399866, 39.44361387593234], ""type"": ""Point""}";39.44361387593234, -0.3936250370399866
312715;1;"{""coordinates"": [-0.34892402086516944, 39.46883616863081], ""type"": ""Point""}";39.46883616863081, -0.34892402086516944
312716;1;"{""coordinates"": [-0.39147191202530957, 39.456485958632975], ""type"": ""Point""}";39.456485958632975, -0.39147191202530957
312718;1;"{""coordinates"": [-0.3985914051021792, 39.469570104679875], ""type"": ""Point""}";39.469570104679875, -0.3985914051021792
312720;2;"{""coordinates"": [-0.3835559742205883, 39.45630828300653], ""type"": ""Point""}";39.45630828300653, -0.3835559742205883
312721;1;"{""coordinates"": [-0.3932900906299914, 39.46109065475206], ""type"": ""Point""}";39.46109065475206, -0.3932900906299914
312723;2;"{""coordinates"": [-0.3994379630632397, 39.48570647945138], ""type"": ""Point""}";39.48570647945138, -0.3994379630632397
312725;1;"{""coordinates"": [-0.3805676558519139, 39.46703842092473], ""type"": ""Point""}";39.46703842092473, -0.3805676558519139
312731;1;"{""coordinates"": [-0.39218591755227394, 39.455585170438], ""type"": ""Point""}";39.455585170438, -0.39218591755227394
312735;1;"{""coordinates"": [-0.39125777906032533, 39.46708109298961], ""type"": ""Point""}";39.46708109298961, -0.39125777906032533
312736;1;"{""coordinates"": [-0.40060577622716353, 39.47031720076521], ""type"": ""Point""}";39.47031720076521, -0.40060577622716353
312738;1;"{""coordinates"": [-0.4152487852978988, 39.49742117771103], ""type"": ""Point""}";39.49742117771103, -0.4152487852978988
312740;1;"{""coordinates"": [-0.3968550318026266, 39.47992688818864], ""type"": ""Point""}";39.47992688818864, -0.3968550318026266
312743;1;"{""coordinates"": [-0.3735379557158972, 39.454300035893134], ""type"": ""Point""}";39.454300035893134, -0.3735379557158972
312745;1;"{""coordinates"": [-0.404918193874484, 39.47037944461379], ""type"": ""Point""}";39.47037944461379, -0.404918193874484
312751;2;"{""coordinates"": [-0.362608263128455, 39.47411239971213], ""type"": ""Point""}";39.47411239971213, -0.362608263128455
312753;1;"{""coordinates"": [-0.36401295977000897, 39.47522322555703], ""type"": ""Point""}";39.47522322555703, -0.36401295977000897
312755;1;"{""coordinates"": [-0.3637572419550804, 39.47574385232259], ""type"": ""Point""}";39.47574385232259, -0.3637572419550804
312756;4;"{""coordinates"": [-0.36081393787022514, 39.475205956802874], ""type"": ""Point""}";39.475205956802874, -0.36081393787022514
312760;1;"{""coordinates"": [-0.393980915056868, 39.48608289588319], ""type"": ""Point""}";39.48608289588319, -0.393980915056868
312764;1;"{""coordinates"": [-0.3999392275183288, 39.48381190048966], ""type"": ""Point""}";39.48381190048966, -0.3999392275183288
312765;1;"{""coordinates"": [-0.4002469709254106, 39.484361107501826], ""type"": ""Point""}";39.484361107501826, -0.4002469709254106
312769;1;"{""coordinates"": [-0.3951322200461309, 39.48651275538566], ""type"": ""Point""}";39.48651275538566, -0.3951322200461309
312770;1;"{""coordinates"": [-0.40170248120190427, 39.48467759302181], ""type"": ""Point""}";39.48467759302181, -0.40170248120190427
312772;1;"{""coordinates"": [-0.4012320679620914, 39.48901916712422], ""type"": ""Point""}";39.48901916712422, -0.4012320679620914
312775;2;"{""coordinates"": [-0.4073281018915996, 39.492781536836915], ""type"": ""Point""}";39.492781536836915, -0.4073281018915996
312777;1;"{""coordinates"": [-0.3949182521552087, 39.49034185190597], ""type"": ""Point""}";39.49034185190597, -0.3949182521552087
312784;1;"{""coordinates"": [-0.38440042147206777, 39.46274852625982], ""type"": ""Point""}";39.46274852625982, -0.38440042147206777
312790;1;"{""coordinates"": [-0.38717417465915377, 39.45765027736432], ""type"": ""Point""}";39.45765027736432, -0.38717417465915377
312791;2;"{""coordinates"": [-0.3890403338634504, 39.45995766649426], ""type"": ""Point""}";39.45995766649426, -0.3890403338634504
312794;1;"{""coordinates"": [-0.392929229794396, 39.45916302133984], ""type"": ""Point""}";39.45916302133984, -0.392929229794396
312797;1;"{""coordinates"": [-0.39435411600544973, 39.459865854702514], ""type"": ""Point""}";39.459865854702514, -0.39435411600544973
312799;1;"{""coordinates"": [-0.3960708849139192, 39.460003438006105], ""type"": ""Point""}";39.460003438006105, -0.3960708849139192
312801;1;"{""coordinates"": [-0.392474065824756, 39.46641370999082], ""type"": ""Point""}";39.46641370999082, -0.392474065824756
312802;1;"{""coordinates"": [-0.3910423961514726, 39.46583657192792], ""type"": ""Point""}";39.46583657192792, -0.3910423961514726
312803;1;"{""coordinates"": [-0.3901642294953526, 39.464998592026575], ""type"": ""Point""}";39.464998592026575, -0.3901642294953526
312810;2;"{""coordinates"": [-0.36935470324862907, 39.48282726916497], ""type"": ""Point""}";39.48282726916497, -0.36935470324862907
312813;1;"{""coordinates"": [-0.40248240266852364, 39.4856859993256], ""type"": ""Point""}";39.4856859993256, -0.40248240266852364
312816;1;"{""coordinates"": [-0.39402049078657536, 39.4912421767306], ""type"": ""Point""}";39.4912421767306, -0.39402049078657536
312820;1;"{""coordinates"": [-0.41913414973450736, 39.4985744951986], ""type"": ""Point""}";39.4985744951986, -0.41913414973450736
312822;1;"{""coordinates"": [-0.41569090601313313, 39.50029149135069], ""type"": ""Point""}";39.50029149135069, -0.41569090601313313
312824;2;"{""coordinates"": [-0.42644763389044577, 39.50334264748802], ""type"": ""Point""}";39.50334264748802, -0.42644763389044577
312828;1;"{""coordinates"": [-0.42566511599795787, 39.49955164090937], ""type"": ""Point""}";39.49955164090937, -0.42566511599795787
312831;2;"{""coordinates"": [-0.3246812906801667, 39.47479564012021], ""type"": ""Point""}";39.47479564012021, -0.3246812906801667
312832;2;"{""coordinates"": [-0.32504467161853695, 39.47512380603972], ""type"": ""Point""}";39.47512380603972, -0.32504467161853695
312834;1;"{""coordinates"": [-0.3287278140640842, 39.4754006246451], ""type"": ""Point""}";39.4754006246451, -0.3287278140640842
312835;1;"{""coordinates"": [-0.3321702359456606, 39.47320504788745], ""type"": ""Point""}";39.47320504788745, -0.3321702359456606
312839;1;"{""coordinates"": [-0.3279844612209349, 39.47714182956545], ""type"": ""Point""}";39.47714182956545, -0.3279844612209349
312843;2;"{""coordinates"": [-0.38616165039131933, 39.464954114544], ""type"": ""Point""}";39.464954114544, -0.38616165039131933
312846;1;"{""coordinates"": [-0.38569120985153243, 39.46914839680176], ""type"": ""Point""}";39.46914839680176, -0.38569120985153243
312847;1;"{""coordinates"": [-0.38673096415819025, 39.46980524606143], ""type"": ""Point""}";39.46980524606143, -0.38673096415819025
312849;1;"{""coordinates"": [-0.38487398274710927, 39.469479046978336], ""type"": ""Point""}";39.469479046978336, -0.38487398274710927
312852;1;"{""coordinates"": [-0.3236051957866566, 39.349237246070835], ""type"": ""Point""}";39.349237246070835, -0.3236051957866566
312855;1;"{""coordinates"": [-0.32171845152974654, 39.36473904746323], ""type"": ""Point""}";39.36473904746323, -0.32171845152974654
312863;1;"{""coordinates"": [-0.3398401270505954, 39.42230060148593], ""type"": ""Point""}";39.42230060148593, -0.3398401270505954
312865;1;"{""coordinates"": [-0.3854815042813997, 39.48823791978254], ""type"": ""Point""}";39.48823791978254, -0.3854815042813997
312869;1;"{""coordinates"": [-0.379356762177195, 39.48572346731992], ""type"": ""Point""}";39.48572346731992, -0.379356762177195
312873;1;"{""coordinates"": [-0.36156804012465976, 39.48158059457022], ""type"": ""Point""}";39.48158059457022, -0.36156804012465976
312875;1;"{""coordinates"": [-0.36225015626065066, 39.47672543675805], ""type"": ""Point""}";39.47672543675805, -0.36225015626065066
312876;1;"{""coordinates"": [-0.4065913006664222, 39.47051032354637], ""type"": ""Point""}";39.47051032354637, -0.4065913006664222
312877;1;"{""coordinates"": [-0.40300445701450227, 39.47014440968384], ""type"": ""Point""}";39.47014440968384, -0.40300445701450227
312878;1;"{""coordinates"": [-0.40599795826548235, 39.47203797047161], ""type"": ""Point""}";39.47203797047161, -0.40599795826548235
312880;1;"{""coordinates"": [-0.4094488752051997, 39.46365324575822], ""type"": ""Point""}";39.46365324575822, -0.4094488752051997
312884;1;"{""coordinates"": [-0.40127076211199647, 39.458969999540166], ""type"": ""Point""}";39.458969999540166, -0.40127076211199647
312886;1;"{""coordinates"": [-0.39456609061394354, 39.46606552992571], ""type"": ""Point""}";39.46606552992571, -0.39456609061394354
312888;1;"{""coordinates"": [-0.3939161930548369, 39.46673125056647], ""type"": ""Point""}";39.46673125056647, -0.3939161930548369
312889;1;"{""coordinates"": [-0.4028413099696483, 39.46176295765832], ""type"": ""Point""}";39.46176295765832, -0.4028413099696483
312890;5;"{""coordinates"": [-0.3253410462955721, 39.47889362332985], ""type"": ""Point""}";39.47889362332985, -0.3253410462955721
312893;2;"{""coordinates"": [-0.3250179050210763, 39.48285163089199], ""type"": ""Point""}";39.48285163089199, -0.3250179050210763
312898;1;"{""coordinates"": [-0.33044859990784964, 39.4832169569789], ""type"": ""Point""}";39.4832169569789, -0.33044859990784964
312899;1;"{""coordinates"": [-0.33088894865955903, 39.48334648333271], ""type"": ""Point""}";39.48334648333271, -0.33088894865955903
312901;1;"{""coordinates"": [-0.35405352043739474, 39.485806214968875], ""type"": ""Point""}";39.485806214968875, -0.35405352043739474
312905;1;"{""coordinates"": [-0.35700873917125187, 39.48592965853478], ""type"": ""Point""}";39.48592965853478, -0.35700873917125187
312910;1;"{""coordinates"": [-0.35897969561166804, 39.492009587292664], ""type"": ""Point""}";39.492009587292664, -0.35897969561166804
312915;1;"{""coordinates"": [-0.36412130315046287, 39.42564626834552], ""type"": ""Point""}";39.42564626834552, -0.36412130315046287
312916;1;"{""coordinates"": [-0.37493779282663714, 39.43207303550043], ""type"": ""Point""}";39.43207303550043, -0.37493779282663714
312917;1;"{""coordinates"": [-0.36299430552641543, 39.42640558456088], ""type"": ""Point""}";39.42640558456088, -0.36299430552641543
312918;1;"{""coordinates"": [-0.3637404384481249, 39.42863396923118], ""type"": ""Point""}";39.42863396923118, -0.3637404384481249
312922;1;"{""coordinates"": [-0.36812282688561715, 39.442159969159455], ""type"": ""Point""}";39.442159969159455, -0.36812282688561715
312928;2;"{""coordinates"": [-0.3709870839569522, 39.44961300387661], ""type"": ""Point""}";39.44961300387661, -0.3709870839569522
312934;1;"{""coordinates"": [-0.3606672535687115, 39.45657538572861], ""type"": ""Point""}";39.45657538572861, -0.3606672535687115
312936;1;"{""coordinates"": [-0.3636859408767774, 39.45490863430868], ""type"": ""Point""}";39.45490863430868, -0.3636859408767774
312937;1;"{""coordinates"": [-0.3628141801582656, 39.45631609311649], ""type"": ""Point""}";39.45631609311649, -0.3628141801582656
312938;5;"{""coordinates"": [-0.3668716289168595, 39.45157393002772], ""type"": ""Point""}";39.45157393002772, -0.3668716289168595
312939;1;"{""coordinates"": [-0.39038488152439693, 39.454681608432104], ""type"": ""Point""}";39.454681608432104, -0.39038488152439693
312944;1;"{""coordinates"": [-0.39042056746963516, 39.43909347632711], ""type"": ""Point""}";39.43909347632711, -0.39042056746963516
312950;1;"{""coordinates"": [-0.35751444784499853, 39.469872223125655], ""type"": ""Point""}";39.469872223125655, -0.35751444784499853
312951;1;"{""coordinates"": [-0.35726121797115346, 39.469798025058644], ""type"": ""Point""}";39.469798025058644, -0.35726121797115346
312952;1;"{""coordinates"": [-0.3858718217574732, 39.48578740098807], ""type"": ""Point""}";39.48578740098807, -0.3858718217574732
312953;1;"{""coordinates"": [-0.38307795350015883, 39.48438426756549], ""type"": ""Point""}";39.48438426756549, -0.38307795350015883
312954;1;"{""coordinates"": [-0.4034443651480311, 39.48504589133547], ""type"": ""Point""}";39.48504589133547, -0.4034443651480311
312956;1;"{""coordinates"": [-0.3909519409995966, 39.46568964332555], ""type"": ""Point""}";39.46568964332555, -0.3909519409995966
312965;1;"{""coordinates"": [-0.3428913292269041, 39.47939206823999], ""type"": ""Point""}";39.47939206823999, -0.3428913292269041
312967;1;"{""coordinates"": [-0.3441923046002027, 39.47976996127442], ""type"": ""Point""}";39.47976996127442, -0.3441923046002027
312969;1;"{""coordinates"": [-0.3568812165358449, 39.489882733539545], ""type"": ""Point""}";39.489882733539545, -0.3568812165358449
312973;1;"{""coordinates"": [-0.40219513469310014, 39.45242281621865], ""type"": ""Point""}";39.45242281621865, -0.40219513469310014
312975;1;"{""coordinates"": [-0.38206072650703427, 39.48474660617962], ""type"": ""Point""}";39.48474660617962, -0.38206072650703427
312976;1;"{""coordinates"": [-0.37962415091014634, 39.485051361284015], ""type"": ""Point""}";39.485051361284015, -0.37962415091014634
312981;1;"{""coordinates"": [-0.35331841324741403, 39.47411940846287], ""type"": ""Point""}";39.47411940846287, -0.35331841324741403
312985;1;"{""coordinates"": [-0.39622202214559976, 39.47127748367996], ""type"": ""Point""}";39.47127748367996, -0.39622202214559976
312988;1;"{""coordinates"": [-0.40802165412012226, 39.46589979730967], ""type"": ""Point""}";39.46589979730967, -0.40802165412012226
313000;1;"{""coordinates"": [-0.391772674407432, 39.43282208990861], ""type"": ""Point""}";39.43282208990861, -0.391772674407432
313003;1;"{""coordinates"": [-0.3359351615762567, 39.41993693062965], ""type"": ""Point""}";39.41993693062965, -0.3359351615762567
313005;1;"{""coordinates"": [-0.37467542351015104, 39.45655286703089], ""type"": ""Point""}";39.45655286703089, -0.37467542351015104
313011;1;"{""coordinates"": [-0.3923434377295333, 39.44904002469569], ""type"": ""Point""}";39.44904002469569, -0.3923434377295333
313012;1;"{""coordinates"": [-0.38559029013420265, 39.483992056090656], ""type"": ""Point""}";39.483992056090656, -0.38559029013420265
313014;1;"{""coordinates"": [-0.3577292914746088, 39.465112736701215], ""type"": ""Point""}";39.465112736701215, -0.3577292914746088
313016;1;"{""coordinates"": [-0.3260173369231206, 39.469023304652524], ""type"": ""Point""}";39.469023304652524, -0.3260173369231206
313017;1;"{""coordinates"": [-0.32601762882128416, 39.46895074606477], ""type"": ""Point""}";39.46895074606477, -0.32601762882128416
313020;1;"{""coordinates"": [-0.335208529870501, 39.46847134612221], ""type"": ""Point""}";39.46847134612221, -0.335208529870501
313021;1;"{""coordinates"": [-0.39417816375224696, 39.49100314198425], ""type"": ""Point""}";39.49100314198425, -0.39417816375224696
313022;1;"{""coordinates"": [-0.35814012022617003, 39.468601878556996], ""type"": ""Point""}";39.468601878556996, -0.35814012022617003
313023;1;"{""coordinates"": [-0.34316696967202914, 39.431654518127374], ""type"": ""Point""}";39.431654518127374, -0.34316696967202914
313024;1;"{""coordinates"": [-0.4035101276756767, 39.450271408146264], ""type"": ""Point""}";39.450271408146264, -0.4035101276756767
313025;1;"{""coordinates"": [-0.3876665721268588, 39.4836599410149], ""type"": ""Point""}";39.4836599410149, -0.3876665721268588
313026;1;"{""coordinates"": [-0.3725894627054753, 39.457834581865825], ""type"": ""Point""}";39.457834581865825, -0.3725894627054753
313028;1;"{""coordinates"": [-0.27719009486941104, 39.280908641206246], ""type"": ""Point""}";39.280908641206246, -0.27719009486941104
313031;1;"{""coordinates"": [-0.37384157534051193, 39.45537645008244], ""type"": ""Point""}";39.45537645008244, -0.37384157534051193
313033;1;"{""coordinates"": [-0.373164910288624, 39.45514657734174], ""type"": ""Point""}";39.45514657734174, -0.373164910288624
313035;1;"{""coordinates"": [-0.37221970268937454, 39.45464489641362], ""type"": ""Point""}";39.45464489641362, -0.37221970268937454
313039;1;"{""coordinates"": [-0.3271929052563508, 39.466181878549094], ""type"": ""Point""}";39.466181878549094, -0.3271929052563508
313047;1;"{""coordinates"": [-0.3679683312830567, 39.45511304337947], ""type"": ""Point""}";39.45511304337947, -0.3679683312830567
313055;1;"{""coordinates"": [-0.41450504027102847, 39.50083821379434], ""type"": ""Point""}";39.50083821379434, -0.41450504027102847
313056;1;"{""coordinates"": [-0.40471994604676526, 39.494415688278885], ""type"": ""Point""}";39.494415688278885, -0.40471994604676526
313059;1;"{""coordinates"": [-0.33467407096640717, 39.449305625401884], ""type"": ""Point""}";39.449305625401884, -0.33467407096640717
313061;1;"{""coordinates"": [-0.3285197189441213, 39.47005227833358], ""type"": ""Point""}";39.47005227833358, -0.3285197189441213
313063;1;"{""coordinates"": [-0.4041207427184239, 39.46275229049086], ""type"": ""Point""}";39.46275229049086, -0.4041207427184239
313064;1;"{""coordinates"": [-0.3354854391898261, 39.42195534212075], ""type"": ""Point""}";39.42195534212075, -0.3354854391898261
313067;1;"{""coordinates"": [-0.32796349577146305, 39.47297102922978], ""type"": ""Point""}";39.47297102922978, -0.32796349577146305
313070;1;"{""coordinates"": [-0.3570998408028087, 39.458179905135715], ""type"": ""Point""}";39.458179905135715, -0.3570998408028087
313072;1;"{""coordinates"": [-0.3782436847522187, 39.49039546349266], ""type"": ""Point""}";39.49039546349266, -0.3782436847522187
313078;1;"{""coordinates"": [-0.3287713784062179, 39.463941466085494], ""type"": ""Point""}";39.463941466085494, -0.3287713784062179
313090;1;"{""coordinates"": [-0.40319042762304297, 39.48228387883184], ""type"": ""Point""}";39.48228387883184, -0.40319042762304297
313094;1;"{""coordinates"": [-0.3932181007529323, 39.46777968025196], ""type"": ""Point""}";39.46777968025196, -0.3932181007529323
313097;1;"{""coordinates"": [-0.40054657438455976, 39.47943634796394], ""type"": ""Point""}";39.47943634796394, -0.40054657438455976
313099;1;"{""coordinates"": [-0.40211447932476174, 39.47761867413187], ""type"": ""Point""}";39.47761867413187, -0.40211447932476174
313102;1;"{""coordinates"": [-0.38691245340228664, 39.466005427107646], ""type"": ""Point""}";39.466005427107646, -0.38691245340228664
313103;1;"{""coordinates"": [-0.4017472279093046, 39.477478574216974], ""type"": ""Point""}";39.477478574216974, -0.4017472279093046
313105;1;"{""coordinates"": [-0.29702937268816565, 39.30742822459], ""type"": ""Point""}";39.30742822459, -0.29702937268816565
313106;1;"{""coordinates"": [-0.2950160358796453, 39.3074179775332], ""type"": ""Point""}";39.3074179775332, -0.2950160358796453
313107;1;"{""coordinates"": [-0.398138049562974, 39.4777353815161], ""type"": ""Point""}";39.4777353815161, -0.398138049562974
313116;1;"{""coordinates"": [-0.38913499142327296, 39.4676902729433], ""type"": ""Point""}";39.4676902729433, -0.38913499142327296
313117;1;"{""coordinates"": [-0.3895534973287886, 39.4675107143864], ""type"": ""Point""}";39.4675107143864, -0.3895534973287886
313120;1;"{""coordinates"": [-0.3925517874570669, 39.46651174913512], ""type"": ""Point""}";39.46651174913512, -0.3925517874570669
313122;1;"{""coordinates"": [-0.34936634843338227, 39.46361801306111], ""type"": ""Point""}";39.46361801306111, -0.34936634843338227
313127;1;"{""coordinates"": [-0.3449829078981968, 39.46150397132058], ""type"": ""Point""}";39.46150397132058, -0.3449829078981968
313129;1;"{""coordinates"": [-0.3933011150494685, 39.45498610047132], ""type"": ""Point""}";39.45498610047132, -0.3933011150494685
313130;1;"{""coordinates"": [-0.4177396881707553, 39.497455950074134], ""type"": ""Point""}";39.497455950074134, -0.4177396881707553
313134;1;"{""coordinates"": [-0.3550382053949502, 39.46926194964749], ""type"": ""Point""}";39.46926194964749, -0.3550382053949502
313138;1;"{""coordinates"": [-0.3302675346918452, 39.471042884527016], ""type"": ""Point""}";39.471042884527016, -0.3302675346918452
313139;1;"{""coordinates"": [-0.33194696089744224, 39.47068139537614], ""type"": ""Point""}";39.47068139537614, -0.33194696089744224
313141;1;"{""coordinates"": [-0.33809701927269536, 39.45763984722163], ""type"": ""Point""}";39.45763984722163, -0.33809701927269536
313145;1;"{""coordinates"": [-0.41590427009407027, 39.50302053789371], ""type"": ""Point""}";39.50302053789371, -0.41590427009407027
313150;1;"{""coordinates"": [-0.3802922319247496, 39.44924420314], ""type"": ""Point""}";39.44924420314, -0.3802922319247496
313151;1;"{""coordinates"": [-0.378985710136462, 39.48669265024633], ""type"": ""Point""}";39.48669265024633, -0.378985710136462
313153;1;"{""coordinates"": [-0.3432907192902238, 39.46190545005491], ""type"": ""Point""}";39.46190545005491, -0.3432907192902238
313154;1;"{""coordinates"": [-0.33464526386905813, 39.46326584255231], ""type"": ""Point""}";39.46326584255231, -0.33464526386905813
313156;1;"{""coordinates"": [-0.3896905331956873, 39.43985186372516], ""type"": ""Point""}";39.43985186372516, -0.3896905331956873
313157;1;"{""coordinates"": [-0.38968357783476526, 39.49692075003667], ""type"": ""Point""}";39.49692075003667, -0.38968357783476526
313158;1;"{""coordinates"": [-0.33577348606340507, 39.44730555360958], ""type"": ""Point""}";39.44730555360958, -0.33577348606340507
313160;1;"{""coordinates"": [-0.350406487596682, 39.458662935034916], ""type"": ""Point""}";39.458662935034916, -0.350406487596682
313167;1;"{""coordinates"": [-0.3552994447741609, 39.485193354613266], ""type"": ""Point""}";39.485193354613266, -0.3552994447741609
313169;1;"{""coordinates"": [-0.3548476355975629, 39.48443172271715], ""type"": ""Point""}";39.48443172271715, -0.3548476355975629
313175;1;"{""coordinates"": [-0.3648899087814202, 39.45866943616667], ""type"": ""Point""}";39.45866943616667, -0.3648899087814202
313176;1;"{""coordinates"": [-0.3479532640185939, 39.463290034909846], ""type"": ""Point""}";39.463290034909846, -0.3479532640185939
313177;1;"{""coordinates"": [-0.34657027590986467, 39.461204837416176], ""type"": ""Point""}";39.461204837416176, -0.34657027590986467
313179;1;"{""coordinates"": [-0.3540454985375971, 39.464131801883916], ""type"": ""Point""}";39.464131801883916, -0.3540454985375971
313182;1;"{""coordinates"": [-0.3928093176557132, 39.43477833264814], ""type"": ""Point""}";39.43477833264814, -0.3928093176557132
313184;1;"{""coordinates"": [-0.3911195290292303, 39.43290152133834], ""type"": ""Point""}";39.43290152133834, -0.3911195290292303
313194;1;"{""coordinates"": [-0.35989761283077737, 39.45907558228996], ""type"": ""Point""}";39.45907558228996, -0.35989761283077737
313198;1;"{""coordinates"": [-0.38447653275463606, 39.44097273219697], ""type"": ""Point""}";39.44097273219697, -0.38447653275463606
313203;1;"{""coordinates"": [-0.33308980826029433, 39.47344512183548], ""type"": ""Point""}";39.47344512183548, -0.33308980826029433
313206;1;"{""coordinates"": [-0.3835219095020633, 39.44011179413522], ""type"": ""Point""}";39.44011179413522, -0.3835219095020633
313218;1;"{""coordinates"": [-0.3826101087523501, 39.438905954115064], ""type"": ""Point""}";39.438905954115064, -0.3826101087523501
313219;1;"{""coordinates"": [-0.3826300350772852, 39.43879052204447], ""type"": ""Point""}";39.43879052204447, -0.3826300350772852
313223;1;"{""coordinates"": [-0.3836920549133806, 39.4390868949873], ""type"": ""Point""}";39.4390868949873, -0.3836920549133806
313224;1;"{""coordinates"": [-0.383542727625177, 39.439072254666485], ""type"": ""Point""}";39.439072254666485, -0.383542727625177
313225;1;"{""coordinates"": [-0.3857669748412372, 39.43910446341963], ""type"": ""Point""}";39.43910446341963, -0.3857669748412372
313227;1;"{""coordinates"": [-0.38990075026354143, 39.45799457310572], ""type"": ""Point""}";39.45799457310572, -0.38990075026354143
313228;1;"{""coordinates"": [-0.39024607440204917, 39.47337878370319], ""type"": ""Point""}";39.47337878370319, -0.39024607440204917
313233;1;"{""coordinates"": [-0.36809174368574366, 39.47394603476748], ""type"": ""Point""}";39.47394603476748, -0.36809174368574366
313238;1;"{""coordinates"": [-0.38368032867931506, 39.44004936128486], ""type"": ""Point""}";39.44004936128486, -0.38368032867931506
313242;1;"{""coordinates"": [-0.3648099200833905, 39.467292043518235], ""type"": ""Point""}";39.467292043518235, -0.3648099200833905
