Id. Falla;OBJECTID;geo_shape;geo_point_2d
105;3142;"{""coordinates"": [[[-0.3588875486244856, 39.490088644915424], [-0.358670223094647, 39.49005911189968], [-0.35889681847075866, 39.48895613062164], [-0.3589138569201666, 39.4888692564463], [-0.3589325951328229, 39.4888799190012], [-0.3590243883842844, 39.488891352861145], [-0.35909142272127026, 39.48885491357367], [-0.3591429168219561, 39.48886270626044], [-0.3588875486244856, 39.490088644915424]]], ""type"": ""Polygon""}";39.48947286938241, -0.3589041388693146
391;3145;"{""coordinates"": [[[-0.3942714854641419, 39.45497483459847], [-0.3941339580255128, 39.45527441578077], [-0.3939977714303366, 39.45522736667573], [-0.3940163265919715, 39.455197216628804], [-0.39409306538698485, 39.45502855304785], [-0.3941276236519314, 39.4549298747907], [-0.3942714854641419, 39.45497483459847]]], ""type"": ""Polygon""}";39.45510124531783, -0.39413585062872797
1;3150;"{""coordinates"": [[[-0.3775508945834671, 39.47329381743127], [-0.3775029395180584, 39.47325979817741], [-0.3774476729687301, 39.47322274910487], [-0.37740953575820374, 39.47319828448968], [-0.3775360105505324, 39.47312979714234], [-0.3775398342031282, 39.47315301801637], [-0.3775446063571003, 39.47316429661465], [-0.3775575568311982, 39.4731861018672], [-0.3775692806400925, 39.473205843449016], [-0.3775776724899429, 39.47321690553877], [-0.3775889029235251, 39.47323171087652], [-0.3775991841945296, 39.473245265093574], [-0.37761621842580756, 39.47326332024368], [-0.37756851564554494, 39.47328861070789], [-0.3775508945834671, 39.47329381743127]]], ""type"": ""Polygon""}";39.47321643100431, -0.377519324921425
291;3153;"{""coordinates"": [[[-0.39194476547297563, 39.45116448186358], [-0.39175244747038485, 39.45145087704074], [-0.39168546908440144, 39.45154803969111], [-0.3916657679510847, 39.45154044634541], [-0.39153703203233037, 39.45148869415329], [-0.3914833713302508, 39.45146187860385], [-0.39172753967476015, 39.45109747147072], [-0.39194476547297563, 39.45116448186358]]], ""type"": ""Polygon""}";39.45131899364913, -0.3917110051931934
76;3155;"{""coordinates"": [[[-0.32881044373383844, 39.47430956757054], [-0.32879690092267394, 39.47438096571724], [-0.32878865627725584, 39.474672719253], [-0.3286503004203269, 39.47467202697483], [-0.3286626279347866, 39.47430735339639], [-0.32881044373383844, 39.47430956757054]]], ""type"": ""Polygon""}";39.474489530378854, -0.3287257002142689
96;3156;"{""coordinates"": [[[-0.40175785322895535, 39.47291846913052], [-0.40172213874522533, 39.47274021920535], [-0.40219490122883994, 39.472673215194476], [-0.402870276483815, 39.47257652286093], [-0.40290918458762875, 39.472756116786236], [-0.4024474627351459, 39.47281618144404], [-0.4022400030446159, 39.4728460659346], [-0.4020764072334916, 39.47287060825434], [-0.40175785322895535, 39.47291846913052]]], ""type"": ""Polygon""}";39.472746510361254, -0.40231534216902254
274;3157;"{""coordinates"": [[[-0.41748077811100304, 39.49751781417308], [-0.4171048143473824, 39.497496864777084], [-0.4171064285850068, 39.49749095483967], [-0.4169612437312848, 39.49748961922052], [-0.4162642630474481, 39.49746438872537], [-0.41622828995875066, 39.49749692142543], [-0.4162151330893432, 39.497447134405704], [-0.4162147927586676, 39.497392322590336], [-0.41621158993978175, 39.49737971739936], [-0.41664115559156645, 39.497385129368936], [-0.4166857071351305, 39.497387831570634], [-0.41668466572657586, 39.497409699847864], [-0.4168682138258105, 39.497430086505645], [-0.4168688906130168, 39.49741181364797], [-0.41716099903633297, 39.49739578523673], [-0.417278545573116, 39.49739299282389], [-0.41727637182592514, 39.49741087205796], [-0.4173894690797001, 39.497415187690464], [-0.4173892157091651, 39.497465991804894], [-0.4174703720790338, 39.497471246919524], [-0.41752899844048064, 39.49747504449522], [-0.41752648892632527, 39.49736381987495], [-0.41761854384339175, 39.49736487486398], [-0.417618556965842, 39.49737262274139], [-0.41761859534757356, 39.497398028468545], [-0.41765134539703896, 39.497398319406905], [-0.41768763907228496, 39.49739875215294], [-0.4176853924994227, 39.497393477108126], [-0.41768491528771484, 39.49736553915815], [-0.4178663360738176, 39.497368043998975], [-0.41791707731567346, 39.49737884797954], [-0.4180160183958787, 39.49739827692233], [-0.418003247693222, 39.49752321124419], [-0.4180010520883525, 39.49758251707068], [-0.417975288160691, 39.497578172554675], [-0.41748077811100304, 39.49751781417308]]], ""type"": ""Polygon""}";39.49745301847997, -0.4172588726534572
50;3160;"{""coordinates"": [[[-0.3766852305916506, 39.475435651431205], [-0.3766024577927449, 39.475390799201854], [-0.37662649817141186, 39.4753358675805], [-0.37682662218205315, 39.47533480425841], [-0.37688734917304634, 39.47533583992174], [-0.3769418073426203, 39.475336067401344], [-0.37701981808542584, 39.475338257974], [-0.3771692832382008, 39.475342553144486], [-0.3772168670810506, 39.475338690298706], [-0.37745052812643526, 39.47535999942049], [-0.3774565489472581, 39.475400170371266], [-0.3773275740408231, 39.47539627044876], [-0.37728261820940207, 39.4753949107972], [-0.37718083136698893, 39.47539181531162], [-0.37709609616542056, 39.4753889992069], [-0.37698261546274403, 39.47538574500833], [-0.37691686210289943, 39.475383935592404], [-0.37688267146575377, 39.47538817631118], [-0.3768374864762326, 39.475393780515724], [-0.376824716956358, 39.47539536429328], [-0.37677476246406344, 39.475406939041406], [-0.3766852305916506, 39.475435651431205]]], ""type"": ""Polygon""}";39.47537018815103, -0.3769842675238156
22;3162;"{""coordinates"": [[[-0.3620820921310213, 39.47493103220601], [-0.3619760044932177, 39.47515208831426], [-0.3613038771926053, 39.47495994196055], [-0.36127119048475825, 39.4749124550317], [-0.36127791372804424, 39.474897854935286], [-0.36131034576750404, 39.47483025624274], [-0.36136453451772876, 39.474718445533725], [-0.3617293722526062, 39.47483118672067], [-0.3620820921310213, 39.47493103220601]]], ""type"": ""Polygon""}";39.4749373492526, -0.3616690503302659
202;3163;"{""coordinates"": [[[-0.394330340852405, 39.461262335083916], [-0.3941228580254503, 39.46147805713834], [-0.3933749140843741, 39.461053364322915], [-0.39358080217897085, 39.46083680154978], [-0.394330340852405, 39.461262335083916]]], ""type"": ""Polygon""}";39.46115760900091, -0.3938522766566866
17;3166;"{""coordinates"": [[[-0.38351287332305006, 39.4758458816155], [-0.3835187734075963, 39.47580738112064], [-0.38380898019911835, 39.47583743783614], [-0.3838072341335312, 39.475903929420596], [-0.3838242154509725, 39.475919176244105], [-0.38384443495417836, 39.475919361180964], [-0.38384265596281797, 39.4759575184455], [-0.3838423306319034, 39.47596309657774], [-0.38383428697774574, 39.47602703202599], [-0.38378760334480383, 39.476022845966426], [-0.38372087142405953, 39.47601691485988], [-0.3837177726305237, 39.476015853224844], [-0.38366742977386525, 39.47601299731321], [-0.3836652061624948, 39.47601339678901], [-0.3834976907607287, 39.476004363113674], [-0.38351287332305006, 39.4758458816155]]], ""type"": ""Polygon""}";39.47592150409789, -0.3836658607127228
308;3170;"{""coordinates"": [[[-0.40280694550698815, 39.46577597650829], [-0.40350276785247563, 39.46589925143693], [-0.40343161986764925, 39.46614128878885], [-0.40265603494182084, 39.46600261664643], [-0.40259452265720247, 39.465991617732094], [-0.40254331282858136, 39.465982461630425], [-0.4026159708310374, 39.46573355962848], [-0.4026393309777566, 39.46565545977371], [-0.4028313371312162, 39.46569107636951], [-0.40280694550698815, 39.46577597650829]]], ""type"": ""Polygon""}";39.46592515510015, -0.4030017602994237
185;3172;"{""coordinates"": [[[-0.365267703102242, 39.48594760691095], [-0.36485759541887774, 39.48627923658901], [-0.3655582307395503, 39.48680300240752], [-0.36543360051268703, 39.48690518734085], [-0.36472930703981166, 39.48638235940546], [-0.36413466113774073, 39.486861646470985], [-0.3640008519416628, 39.48676188666415], [-0.36459730485601827, 39.4862809295979], [-0.3647247251404246, 39.48617601161154], [-0.3651453259573201, 39.485838176368844], [-0.365267703102242, 39.48594760691095]]], ""type"": ""Polygon""}";39.48643989877616, -0.36482403561932897
93;3174;"{""coordinates"": [[[-0.38540150006436524, 39.48975140204383], [-0.3854276651101137, 39.48982261967532], [-0.3854955506712783, 39.490007682261336], [-0.38565381774995994, 39.490439375007824], [-0.38570653531946386, 39.49058697909865], [-0.3854298116472581, 39.49064819071399], [-0.38536643988069813, 39.49047505460116], [-0.3853254018747586, 39.49036341229172], [-0.3851214622281887, 39.489812432085564], [-0.38540150006436524, 39.48975140204383]]], ""type"": ""Polygon""}";39.49019900484882, -0.3854150074090768
180;3176;"{""coordinates"": [[[-0.3807598756015689, 39.4653781489928], [-0.3805606464221041, 39.46585796767814], [-0.3805926636254076, 39.465901955934946], [-0.38117009571293126, 39.46604082252584], [-0.38114146716361874, 39.466127817791126], [-0.3805566917078711, 39.465986985575206], [-0.38049485847554276, 39.46601162280731], [-0.38026428412458013, 39.46656244897899], [-0.380106947279005, 39.46652152910024], [-0.3801694215769747, 39.46649825335126], [-0.38038450518191813, 39.465985635889105], [-0.3806475728098904, 39.465352505773616], [-0.3806161600073767, 39.46530430872475], [-0.38082194687767146, 39.46535278726158], [-0.3807598756015689, 39.4653781489928]]], ""type"": ""Polygon""}";39.46595391358577, -0.38057119706490083
180;3180;"{""coordinates"": [[[-0.3808216657140849, 39.46535262957689], [-0.3801630277055839, 39.4651977940897], [-0.3802380914010106, 39.465024811725094], [-0.38027020729216393, 39.46507337246309], [-0.3804844957325814, 39.46512378733805], [-0.38067343563339534, 39.465168315305355], [-0.38073609556025223, 39.46514315156559], [-0.3807759252481335, 39.4650476243475], [-0.3808138675499347, 39.46495680041775], [-0.380878010827035, 39.464997835234016], [-0.38090272017011034, 39.465027958114135], [-0.3808117932246557, 39.46522142168888], [-0.3810630850832877, 39.46528544845489], [-0.38109354657753347, 39.46532028280182], [-0.38106137668058015, 39.46541010269405], [-0.3808216657140849, 39.46535262957689]]], ""type"": ""Polygon""}";39.46521007684734, -0.38064805650033856
63;3185;"{""coordinates"": [[[-0.38034922008201416, 39.478528189599515], [-0.3802990653961137, 39.47869023158619], [-0.3800956570868401, 39.47865159346938], [-0.3801401311400621, 39.47849503327881], [-0.3801803299101185, 39.47850140789757], [-0.38021589912284753, 39.478373893958626], [-0.3803032389879848, 39.478387878888306], [-0.3802874245489961, 39.478464961051046], [-0.3803610438966047, 39.478477301520385], [-0.38034922008201416, 39.478528189599515]]], ""type"": ""Polygon""}";39.478548862609934, -0.3802344940917305
309;3191;"{""coordinates"": [[[-0.3774646931704001, 39.47603118131984], [-0.3773889956132772, 39.47620168502037], [-0.3771997692630325, 39.47615786570939], [-0.37726527102235813, 39.47596643162031], [-0.37730395661214433, 39.47597782519799], [-0.3774646931704001, 39.47603118131984]]], ""type"": ""Polygon""}";39.47608731344758, -0.3773287718417636
34;3194;"{""coordinates"": [[[-0.38201788775316237, 39.47146795669081], [-0.38202425236818677, 39.47149366345343], [-0.38161848784343744, 39.47156405143793], [-0.38161466986224085, 39.47153556245945], [-0.38201788775316237, 39.47146795669081]]], ""type"": ""Polygon""}";39.4715158078137, -0.3818159977683145
148;3195;"{""coordinates"": [[[-0.37080639944969906, 39.47276981161131], [-0.3706181961590419, 39.472730358781014], [-0.37066037404964297, 39.4726015334307], [-0.3708187205402537, 39.47206566990446], [-0.37095558529947603, 39.471601710228306], [-0.3711264943253826, 39.47163002377557], [-0.37104174261419737, 39.47193178283903], [-0.371026740770376, 39.47197817834545], [-0.37096608915506357, 39.47219959353856], [-0.37095711644563467, 39.47223256360351], [-0.370889995896608, 39.47247428053941], [-0.3708817115902137, 39.47250467974825], [-0.37080639944969906, 39.47276981161131]]], ""type"": ""Polygon""}";39.47219263249279, -0.3708748699563941
191;3196;"{""coordinates"": [[[-0.39344467744773676, 39.47928684139197], [-0.39377670941538406, 39.47914272618711], [-0.3938940746359097, 39.47931830410653], [-0.3937017461633472, 39.47972271763961], [-0.3935266019968951, 39.48009531877103], [-0.3933804992071909, 39.480049434422625], [-0.39331207782634275, 39.47995474853817], [-0.3933639388335373, 39.479932579052246], [-0.3932384639923163, 39.47975940782734], [-0.3935940259283434, 39.47960522485462], [-0.39352528412896837, 39.479509721112066], [-0.3935861415929969, 39.479483248906384], [-0.39344467744773676, 39.47928684139197]]], ""type"": ""Polygon""}";39.47961013045207, -0.3935876128396582
187;3198;"{""coordinates"": [[[-0.3661034603674252, 39.46242007309511], [-0.3664004753416929, 39.46284398514879], [-0.3667266177423213, 39.463306396073556], [-0.36650557730753525, 39.46330668099124], [-0.3663924705231551, 39.46313372290007], [-0.36594286012080113, 39.46249050978367], [-0.3661034603674252, 39.46242007309511]]], ""type"": ""Polygon""}";39.46288326229518, -0.36632401247629637
39;3199;"{""coordinates"": [[[-0.376862577791655, 39.46630485879853], [-0.3768563162025494, 39.466342796772764], [-0.37681610587734415, 39.46634679174304], [-0.376675449176567, 39.46616221460597], [-0.3767518932057234, 39.466143652341344], [-0.3769015594652751, 39.46612910757499], [-0.376862577791655, 39.46630485879853]]], ""type"": ""Polygon""}";39.46621940838121, -0.3768055990645521
89;3202;"{""coordinates"": [[[-0.37876129161502886, 39.4697681284493], [-0.37940063583733546, 39.47002353302692], [-0.3793190137751503, 39.47013398260532], [-0.3786791855519792, 39.469877519833986], [-0.37876129161502886, 39.4697681284493]]], ""type"": ""Polygon""}";39.46995093424399, -0.37904034418958865
124;3203;"{""coordinates"": [[[-0.3645015923455991, 39.4601057766826], [-0.36489613303444046, 39.4595951003394], [-0.36502524042757484, 39.45967341770339], [-0.364660790342439, 39.46014432733612], [-0.36469088172889497, 39.460193837338], [-0.36464277309102694, 39.46036957283191], [-0.36415036075996093, 39.460544264446504], [-0.3640695807590481, 39.46041452998239], [-0.36433614429901, 39.46032012754677], [-0.3645015923455991, 39.4601057766826]]], ""type"": ""Polygon""}";39.460133300004095, -0.36457495398799317
249;3208;"{""coordinates"": [[[-0.3913434578946044, 39.448757513433776], [-0.391259461973571, 39.44903093396144], [-0.3909390130521932, 39.448968224068906], [-0.3909962792695427, 39.44868623005336], [-0.39102690634264003, 39.448576934866246], [-0.3911120095875552, 39.448591354816834], [-0.3910934103760853, 39.44865733522059], [-0.39111668623624435, 39.448699868618796], [-0.3913434578946044, 39.448757513433776]]], ""type"": ""Polygon""}";39.44883590640635, -0.39112779716777424
158;3210;"{""coordinates"": [[[-0.3840250630860647, 39.463572645608146], [-0.3837866903806108, 39.463471735826644], [-0.384335181952989, 39.46276892866108], [-0.38454384976656747, 39.46288825128439], [-0.3843967471513751, 39.463073490707515], [-0.38404268342093617, 39.46352562252524], [-0.3840297994348518, 39.46355197789066], [-0.3840379651379458, 39.46357580713525], [-0.3840250630860647, 39.463572645608146]]], ""type"": ""Polygon""}";39.4631736690989, -0.3841683981435835
310;3213;"{""coordinates"": [[[-0.38063327735225605, 39.46242986311302], [-0.38041165333261057, 39.46237355182909], [-0.3804986981611001, 39.46217242545255], [-0.3806795219774672, 39.462217868582286], [-0.3806978796312101, 39.46227917109316], [-0.38063327735225605, 39.46242986311302]]], ""type"": ""Polygon""}";39.462302431032676, -0.38056274003612933
32;3215;"{""coordinates"": [[[-0.372860213193981, 39.46222964534924], [-0.37286344927279264, 39.46245872225117], [-0.3726555559660899, 39.462438373351574], [-0.3727447723738607, 39.46228558210226], [-0.3727440962757816, 39.46223250497417], [-0.372860213193981, 39.46222964534924]]], ""type"": ""Polygon""}";39.46235284700749, -0.3727846011723134
131;3220;"{""coordinates"": [[[-0.3539320334510249, 39.471760929321285], [-0.35251012880233656, 39.47221410707807], [-0.352435712039755, 39.47220373352671], [-0.3523062096557826, 39.47198705284429], [-0.35379600827447266, 39.47151200079423], [-0.3539320334510249, 39.471760929321285]]], ""type"": ""Polygon""}";39.47187213196319, -0.35312326370179975
108;3221;"{""coordinates"": [[[-0.3994064136565683, 39.46960565071921], [-0.39925342620120696, 39.47018312632234], [-0.39906600624567323, 39.47013304899056], [-0.3991088034640704, 39.46997812615094], [-0.3991672453185918, 39.46979098109337], [-0.3992119269532205, 39.4696272086619], [-0.3991367286869846, 39.469517692749314], [-0.3993307152113888, 39.469448086852566], [-0.3994511287119592, 39.46946920091238], [-0.3994064136565683, 39.46960565071921]]], ""type"": ""Polygon""}";39.46979737724024, -0.39925358453863397
386;3223;"{""coordinates"": [[[-0.34532527698412957, 39.455563401953036], [-0.34531159803683625, 39.45559308871159], [-0.34528822927362796, 39.45564534632575], [-0.34527260018273587, 39.45567742090205], [-0.3451476493043196, 39.4556444683806], [-0.34499194505852976, 39.4556076601122], [-0.34492462734571605, 39.455593230696536], [-0.3448458556481314, 39.455577467523135], [-0.34471979934423846, 39.45555468091267], [-0.34459574463063436, 39.455535429896194], [-0.34451563781410643, 39.45552422145943], [-0.3443941864670067, 39.45550927554545], [-0.34441606217455034, 39.455389328134366], [-0.3445470068076293, 39.45540521163168], [-0.34465681403246873, 39.45542091744551], [-0.3447678573906425, 39.45543883422243], [-0.34490361009676057, 39.45546391071053], [-0.34499807033692087, 39.455483269994176], [-0.34520330000419863, 39.45553121560164], [-0.34532527698412957, 39.455563401953036]]], ""type"": ""Polygon""}";39.45552313549879, -0.3448555745620828
58;3229;"{""coordinates"": [[[-0.3739368518381743, 39.46346977748038], [-0.3738624968358805, 39.4633348634257], [-0.37412166701877525, 39.46328558663002], [-0.3741473893354201, 39.4633734847353], [-0.373978562816611, 39.463405134106935], [-0.3739368518381743, 39.46346977748038]]], ""type"": ""Polygon""}";39.46335869767198, -0.37400444412723965
383;3234;"{""coordinates"": [[[-0.39940747925864073, 39.49335579998668], [-0.39929604012744857, 39.493197174248934], [-0.39996566764238545, 39.49290814459867], [-0.40007187494360447, 39.4930676616312], [-0.39940747925864073, 39.49335579998668]]], ""type"": ""Polygon""}";39.49313226561739, -0.39968483421248335
83;3237;"{""coordinates"": [[[-0.36601087402576843, 39.465506376383516], [-0.3656564346135053, 39.465655796278654], [-0.3656220172467585, 39.46559564638468], [-0.3659701524815692, 39.46544908723514], [-0.36601087402576843, 39.465506376383516]]], ""type"": ""Polygon""}";39.46555184972701, -0.36581484622036925
21;3244;"{""coordinates"": [[[-0.3869452382934207, 39.47420198966305], [-0.38685612657788215, 39.47454853210092], [-0.38674075226927107, 39.474550824931825], [-0.38683149957674207, 39.474188553956125], [-0.3869452382934207, 39.47420198966305]]], ""type"": ""Polygon""}";39.47437185484334, -0.38684313577335405
19;3247;"{""coordinates"": [[[-0.37105284831536106, 39.47453671740277], [-0.37104812947426286, 39.474560898332015], [-0.37102335927807645, 39.47468780955192], [-0.37103098400794443, 39.4746890631014], [-0.37101078863341264, 39.47478391915526], [-0.37100559611148765, 39.47478290080475], [-0.37099161083555204, 39.474863238253], [-0.3709785180683883, 39.47492778006894], [-0.3709533168845247, 39.4750536887463], [-0.3709120242573007, 39.475046279928605], [-0.37093394315057443, 39.47494579186098], [-0.3709457178600059, 39.47489164789866], [-0.37096236999028903, 39.474815409428984], [-0.3709804627434411, 39.47473011728795], [-0.371001102726614, 39.47463287045644], [-0.37101848522089087, 39.47454908832599], [-0.37102524854906865, 39.474515345781995], [-0.3709776767844976, 39.47450994533342], [-0.3709812972531519, 39.47448804580692], [-0.37095858421958977, 39.47448618063858], [-0.37096030839489263, 39.47446663725082], [-0.3709618869931268, 39.47444833558357], [-0.3709996274809813, 39.474448477711675], [-0.3709980934226078, 39.474457604039195], [-0.3710523407919585, 39.47449856002441], [-0.371056339819767, 39.47451892025936], [-0.37105284831536106, 39.47453671740277]]], ""type"": ""Polygon""}";39.47474570316556, -0.3709880257684049
114;3248;"{""coordinates"": [[[-0.37039947610217655, 39.45563967424743], [-0.3703788220373439, 39.45568829141776], [-0.370298124654034, 39.45574085711446], [-0.3702160650524213, 39.45578410475156], [-0.3700515095807162, 39.45574588917938], [-0.3700127207521272, 39.45568531367791], [-0.3699960081861217, 39.45562921782302], [-0.37002269067187044, 39.45555685749662], [-0.37039947610217655, 39.45563967424743]]], ""type"": ""Polygon""}";39.45567156211437, -0.37017541834079165
38;3250;"{""coordinates"": [[[[-0.38978009439804395, 39.454450944183776], [-0.3898549033414825, 39.454339459768086], [-0.3902552415946795, 39.45450114957564], [-0.3902125001948195, 39.45456214089669], [-0.3901720477900949, 39.45461001358351], [-0.39008424179476714, 39.454574528986456], [-0.38978009439804395, 39.454450944183776]]], [[[-0.38938014072253735, 39.45467427916655], [-0.38953661963256886, 39.45444233177004], [-0.3896692664058467, 39.454478004081146], [-0.3895059223925792, 39.454721638675444], [-0.38938014072253735, 39.45467427916655]]]], ""type"": ""MultiPolygon""}";39.4545168918137, -0.3898204051656263
6;3252;"{""coordinates"": [[[-0.379884879978759, 39.47423182016417], [-0.37966186953306374, 39.4742415058593], [-0.3796282768243328, 39.474236464700816], [-0.3796310340385982, 39.47405910672399], [-0.3796401478076743, 39.47395133999299], [-0.37973851262440184, 39.4737966147987], [-0.37988400443742243, 39.473803250123964], [-0.379884879978759, 39.47423182016417]]], ""type"": ""Polygon""}";39.47403308285126, -0.37976521002125685
88;3261;"{""coordinates"": [[[-0.37753284966450046, 39.467430535344675], [-0.3775456678504454, 39.46745441324695], [-0.3775578220781374, 39.46747470958028], [-0.3775776715287765, 39.46748659867571], [-0.37760673948808055, 39.46749869578707], [-0.3776321202885386, 39.467510709690075], [-0.3776505784391881, 39.46754738662889], [-0.37765957969212216, 39.46757695843735], [-0.3776881655833465, 39.46761426929747], [-0.3777042157268843, 39.467632558979226], [-0.37769084478198145, 39.4676494199386], [-0.3771926285677554, 39.46752411545534], [-0.37710150599331904, 39.46744354266994], [-0.37676538885519373, 39.467361713688376], [-0.37679142836425666, 39.46729704440947], [-0.3773033446559262, 39.46742717228695], [-0.3773774315847519, 39.467445957374416], [-0.3774291758064592, 39.46745907797008], [-0.3774441289774146, 39.4674620423822], [-0.37753092532319815, 39.46742814152347], [-0.37753284966450046, 39.467430535344675]]], ""type"": ""Polygon""}";39.467476388892514, -0.3772915842307281
155;3264;"{""coordinates"": [[[-0.3297785911338134, 39.46557891601879], [-0.3297034113698473, 39.46613455463208], [-0.32949501843589474, 39.466092830184905], [-0.3295710737531696, 39.4655842329447], [-0.3297785911338134, 39.46557891601879]]], ""type"": ""Polygon""}";39.46584935802735, -0.32963830810866723
198;3265;"{""coordinates"": [[[-0.37677710373265644, 39.477743150428694], [-0.37698229111015563, 39.47779535577029], [-0.3770920500534494, 39.47780405289729], [-0.3773047240992834, 39.47782102661927], [-0.3772994520232123, 39.47785295729949], [-0.37702097089081216, 39.47783090008002], [-0.37700772560770485, 39.477829882205846], [-0.3767677474565945, 39.4777630252143], [-0.37677710373265644, 39.477743150428694]]], ""type"": ""Polygon""}";39.47781005520725, -0.37705482684401403
149;3270;"{""coordinates"": [[[-0.36819473776155043, 39.46938378761501], [-0.3681201471739649, 39.469281690922905], [-0.3689295759866453, 39.4689460687487], [-0.36899742575048317, 39.46905125548723], [-0.36819473776155043, 39.46938378761501]]], ""type"": ""Polygon""}";39.469165564829325, -0.3685605703152765
8;3271;"{""coordinates"": [[[-0.38215778833135694, 39.47522886135997], [-0.382088861146713, 39.47522052226745], [-0.3821300663725611, 39.47508020156395], [-0.3821970956286282, 39.47509265093271], [-0.38215778833135694, 39.47522886135997]]], ""type"": ""Polygon""}";39.4751556464268, -0.3821432471331803
148;3272;"{""coordinates"": [[[-0.37080639944969906, 39.47276981161131], [-0.3706181961590419, 39.472730358781014], [-0.37066037404964297, 39.4726015334307], [-0.3708187205402537, 39.47206566990446], [-0.37095558529947603, 39.471601710228306], [-0.3711264943253826, 39.47163002377557], [-0.37104174261419737, 39.47193178283903], [-0.371026740770376, 39.47197817834545], [-0.37096608915506357, 39.47219959353856], [-0.37095711644563467, 39.47223256360351], [-0.370889995896608, 39.47247428053941], [-0.3708817115902137, 39.47250467974825], [-0.37080639944969906, 39.47276981161131]]], ""type"": ""Polygon""}";39.47219263249279, -0.3708748699563941
316;3273;"{""coordinates"": [[[-0.40015992685333096, 39.45917970822955], [-0.3998356765007073, 39.45894750444849], [-0.3998829733380863, 39.458907817389736], [-0.40020722367821476, 39.459140021039296], [-0.40015992685333096, 39.45917970822955]]], ""type"": ""Polygon""}";39.459043762809934, -0.4000214501364938
13;3276;"{""coordinates"": [[[-0.3778044712539831, 39.486970391097806], [-0.377829891882668, 39.48703925219541], [-0.3778251979678197, 39.48704040749963], [-0.3778872197210504, 39.487208832550714], [-0.3778916779353375, 39.4872077620131], [-0.377916745891473, 39.48727688539627], [-0.3779125335332819, 39.48727760113157], [-0.37797477447668026, 39.48744639143223], [-0.37797911992358235, 39.48744522825905], [-0.37800443167923214, 39.4875140868609], [-0.37799997006372105, 39.487515247413654], [-0.3781084310400474, 39.48781192148224], [-0.3782508711723204, 39.48787324745325], [-0.37843536643327796, 39.48783253462307], [-0.37849859340520936, 39.48802373731268], [-0.37820970303418133, 39.48808793106386], [-0.37807897984048566, 39.488007356413206], [-0.37797578068254045, 39.488034356718494], [-0.3779390144690342, 39.48794214293336], [-0.37768215208747513, 39.48724536683925], [-0.37780001643697164, 39.48697137162112], [-0.3778044712539831, 39.486970391097806]]], ""type"": ""Polygon""}";39.487659556455874, -0.37801161212435186
111;3277;"{""coordinates"": [[[-0.39226325500980813, 39.493663761331035], [-0.3923433824319452, 39.49370640816129], [-0.39245375216667283, 39.493765151263844], [-0.3924332758047775, 39.49380628352869], [-0.39200534691856354, 39.49407348072549], [-0.39186051861781984, 39.494164261865514], [-0.39162536567578643, 39.49431125341122], [-0.39148982863051696, 39.49439585902265], [-0.3913475008501282, 39.494253417570704], [-0.39167824868406254, 39.49404680108894], [-0.39194457783865927, 39.49388035563483], [-0.39210708624538376, 39.49377887056764], [-0.39226325500980813, 39.493663761331035]]], ""type"": ""Polygon""}";39.49402403606307, -0.391899771424354
197;3280;"{""coordinates"": [[[-0.3970217511149949, 39.48406062951465], [-0.3961292915664474, 39.48444852898097], [-0.39578256705948694, 39.48459932927], [-0.3957007693133094, 39.484496804617656], [-0.39695502293690504, 39.48395716043741], [-0.3970217511149949, 39.48406062951465]]], ""type"": ""Polygon""}";39.484280227919406, -0.3963606959960022
10;3281;"{""coordinates"": [[[-0.3794386115412274, 39.47069746396184], [-0.37948083072815403, 39.47071674710737], [-0.3795076684695066, 39.47071708202303], [-0.3794267356643802, 39.47083819560477], [-0.3790685243197978, 39.4706704813803], [-0.3791488840761321, 39.470561422415194], [-0.3794386115412274, 39.47069746396184]]], ""type"": ""Polygon""}";39.47069939156615, -0.3792867168516606
120;3286;"{""coordinates"": [[[-0.36810394598974716, 39.484151748673675], [-0.36805228753675007, 39.48416976548564], [-0.36796088707143676, 39.48436577820608], [-0.3677486537082588, 39.48430692620751], [-0.3678512420463646, 39.48408000485508], [-0.36810394598974716, 39.484151748673675]]], ""type"": ""Polygon""}";39.48422234221977, -0.36790854724912037
163;3288;"{""coordinates"": [[[-0.37623238883156074, 39.48668034831002], [-0.3760900307078654, 39.486919285171375], [-0.3760311166885154, 39.48701722971024], [-0.3756424372270987, 39.48766859697847], [-0.3755757475849712, 39.48767152847413], [-0.37548924729022715, 39.487629692008085], [-0.3754647974540852, 39.487582058107506], [-0.3756413588855002, 39.48728622489441], [-0.37603440559990614, 39.48662452042665], [-0.37597699972463794, 39.48656354544396], [-0.3759388725516384, 39.486522659345425], [-0.3762976879168425, 39.486570300397766], [-0.37623238883156074, 39.48668034831002]]], ""type"": ""Polygon""}";39.48708673477629, -0.37587143530139
261;3290;"{""coordinates"": [[[-0.39764247288402765, 39.465151659829544], [-0.3976008755618562, 39.46529192289721], [-0.39753980207645234, 39.46552766414882], [-0.3973509046110559, 39.46550112628785], [-0.39738587460021696, 39.465371547124384], [-0.39743200835686543, 39.465224059747584], [-0.3974363086320962, 39.46521031127458], [-0.39746292052567705, 39.46512398009367], [-0.39764247288402765, 39.465151659829544]]], ""type"": ""Polygon""}";39.46532768343734, -0.3974968104063571
